en,ar,source,type,section,confidence,hash
H!lumbosacral junction bone density,كثافة عظم الموصل القطني,dictionaries_master,term,,high,4721c5ab0dbd4e2a543a859da08f248c
H!musculi incisivi labii inferior,العضلات القاطعية للشفة,dictionaries_master,term,,high,af502296764c0ea395ba83c818518857
H!musculi incisivi labii superior,العضلات القاطعية للشفة,dictionaries_master,term,,high,fc82526520914d93e6f242028a79f6f0
H!nodi lymphatici iliaci externi NA,العقد اللمفية الحرقفية,dictionaries_master,term,,high,3e50897cc6496abdc2cd610798d77156
H!nodi lymphatici iliaci interni NA,العقد اللمفية الحرقفية,dictionaries_master,term,,high,7759dc73e8089f3944936af679debc35
H!nodi lymphatici paratracheales NA,العقد اللمفية المجاورة,dictionaries_master,term,,high,5ce6d0c9074306dba5134a79d2d0dea8
H!nonverbal test (performance test),اختبار غير لفظي اختبار,dictionaries_master,term,,high,d11dcec2ec22d963aa8e1acbc4f2a720
H!olivary eminence of sphenoid bone,البارزة الزيتونية للعظم,dictionaries_master,term,,high,1b82b7e0d45310f7031cba0507c0df31
H!posterior mediastinal lymph nod,العقد اللمفية المنصفية,dictionaries_master,term,,high,23c203582acfc2f1c7fb784843b915f6
H!rami tubarii arteriae ovaricae NA,الفروع البوقية للشريان,dictionaries_master,term,,high,0eb02efd7e1cad596aea9a76e8bda34f
H!sessile hydatid (appendix testis),كيسة عدارية لاطئة زائدة,dictionaries_master,term,,high,d7764d22bb906bf36a3899cee4b44ebd
H!spiral ganglion of cochlear nerve,العقدة الحلزونية للعصب,dictionaries_master,term,,high,dc545888a157bbc981c9085789a17068
H!tela cellulosa (tela conjunctiva),النسيجة الخلوية النسيجة,dictionaries_master,term,,high,6c343bdfce2c7f86fb768e76ed27448c
H!tela choroidea of third ventricle,النسيجة المشيمية للبطين,dictionaries_master,term,,high,da47d58c1767d41b29964b93346f77d8
H!tibial posterior recurrent artery,الشريان الراجع الظنبوبي,dictionaries_master,term,,high,0fd91288ed489d771cb078b39951cab3
H!transventricular closed valvotomy,بضع الصمام المغلق بطريق,dictionaries_master,term,,high,64b251d0c155e2aa0827a00e6d30ddae
Ascaris marginat(Toxocara canis),الصفر المهاجر السهمية,dictionaries_master,term,,high,5987091f453e4f193fbb91fbdd51e918
Breslow classification of melanoma,تصنيف برسلوف للورم,dictionaries_master,term,,high,4e4bf5b5921f08c89c73d0589240254a
Deetjen's bodies (blood platelets),أجسام ديتجين الصفيحات,dictionaries_master,term,,high,8e6453b000b2ef59a7002e46a590425a
Milton edema (angioneurotic edema),وذمة ميلتون وذمة وعائية,dictionaries_master,term,,high,c65da5ca8a665d5359d8c3c65b2db71a
Rhodesian feve(East coast fever),حمى روديسيا حمى الساحل,dictionaries_master,term,,high,20135a2605ee8c033a9119f80e8db9bd
Schaumann's syndrome (sarcoidosis),متلازمة شاومان الداء,dictionaries_master,term,,high,6081e4610a22cfa27b547e9606ae161f
Teflon shakes (polymer fume fever),رعدة التيفلون حمى دخان,dictionaries_master,term,,high,df33ef18098bedb90751aeadd01e547d
"H""acquired immunodeficiency syndrome",متلازمة العوز المناعي,dictionaries_master,term,,high,1d3c3ed5fd0ce8c7f42663804a4e59f4
"H""anti-infection vitamin (vitamin A)",فيتامين مضاد للعدوى,dictionaries_master,term,,high,23445c5647c105ae53bfc3c675726730
"H""antihemorrhagic factor (vitamin K)",العامل المضاد للنزف,dictionaries_master,term,,high,ba27bbc2d4dad16dca931ff690545a5d
"H""arthrogryposis multiplex congenita",اعوجاج المفاصل الخلقي,dictionaries_master,term,,high,fc654d7065d5b1473caa4f7f087106a7
"H""atrial synchronous pulse generator",مولد نبض متزامن مع نبض,dictionaries_master,term,,high,398dfe7abaf7a4c60e8bacfe05575348
"H""chronic progressive polyneuropathy",اعتلال الأعصاب المزمن,dictionaries_master,term,,high,55f9579ede6d819c991ea422708647ac
"H""cladiosis (gummatous lymphangitis)",التهاب الأوعية اللمفية,dictionaries_master,term,,high,aa35a1d0010fcd8b109bb7c72cb8d880
"H""congenital multiple arthrogrypos",اعوجاج المفاصل الخلقي,dictionaries_master,term,,high,e8a80243fe789af81e4e71c9ab6f17b9
"H""conglomerate folliculitis (kerion)",التهاب الجريبات المتكومة,dictionaries_master,term,,high,ffd1a563a4562f776278876138537dba
"H""ethmoidal incisure of frontal bone",الثلمة الغربالية للعظم,dictionaries_master,term,,high,ce4edf35b4a074d01c56d46eb88f1e60
"H""hereditary cerebral leukodystrophy",حثل مادة المخ البيضاء,dictionaries_master,term,,high,3e17fbbbef7c0ae326a9fbe6f7d6888b
"H""hereditary cerebrospinal paralys",الشلل الدماغي النخاعي,dictionaries_master,term,,high,4c0109bb7681da1d761658b365f839b8
"H""inferior oblique muscle of eyeball",العضلة المائلة السفلية,dictionaries_master,term,,high,875015ce879d8cc6af58471e606fcb8b
"H""international unit of male hormone",الوحدة الدولية للهرمون,dictionaries_master,term,,high,5e15af161c2561cab5d5511bafdbcb9c
"H""interstitial suppurative nephrit",التهاب الكلية الخلالي,dictionaries_master,term,,high,90c99510e7e07bd0121c7d197b94c649
"H""jugular incisure of occipital bone",الثلمة الوداجية للعظم,dictionaries_master,term,,high,6ea31021429ccff6faa299e137d412b1
"H""keratitis ramificata superficial",التهاب القرنية المتفرع,dictionaries_master,term,,high,1065713358f316a64dba11b147000b2f
"H""lateral gray column of spinal cord",العمود السنجابي الوحشي,dictionaries_master,term,,high,49df391d24dd43ed061993c1e2549465
"H""lymphoblasthemia (lymphoblastosis)",كثرة الأرومات اللمفاوية,dictionaries_master,term,,high,ac107389edfdd1eb88da8261065e823f
"H""meningitic stria (tache cerebrale)",السطور السحائية اللطخة,dictionaries_master,term,,high,1a64cd6d95a38775bab1dc6734fbb7a3
"H""metatarsal proximal dome osteotomy",قطع قبة العظم الدانية,dictionaries_master,term,,high,ad63a614f5d336ba3602ef06f284fdb0
"H""nodi lymphatici submandibulares NA",العقد اللمفية تحت الفك,dictionaries_master,term,,high,71ce8f62658c9a8a49c952368df605f1
"H""pars anterior pedunculi cerebri NA",الجزء الأمامي للسويقات,dictionaries_master,term,,high,29e47c056ea7cc3cf2b08cf7295a9209
"H""posterior crus of internal capsule",الساق الخلفية للمحفظة,dictionaries_master,term,,high,66e22c22f94fb9a05315877e003a03b1
"H""rami parietales aortae abdominal",الفروع الجدارية للأبهر,dictionaries_master,term,,high,0de7620f5d7a65510dedba0b6d886566
"H""septum atrioventriculare cordis NA",الحاجز الأذيني البطيني,dictionaries_master,term,,high,6dac782e2ce28e36214cc988e408bd22
"H""subacute spongiform encephalopathy",اعتلال دماغي إسفنجي تحت,dictionaries_master,term,,high,7e65f70b9935769b37dbfc754e8b18c7
"H""superior oblique muscle of eyeball",العضلة المائلة العلوية,dictionaries_master,term,,high,646ca318c010bce9fabba2e813613440
"H""unicompartmental knee arthroplasty",رأب مفصل الركبة الأحادي,dictionaries_master,term,,high,577bc96e89142c528453e129c0a74b79
"H""valva atrioventricularis dextra NA",الصمام الأذيني البطيني,dictionaries_master,term,,high,3401cfb73e12c6e688e326a25993ff0c
"H""vasa afferentia nodi lymphatici NA",الأوعية الواردة للعقد,dictionaries_master,term,,high,a53bd5f9b46fe293f6b9e823b94a1468
Baastrup's syndrome (kissing spine),متلازمة باسترب تلاثم,dictionaries_master,term,,high,5d7197474dc978db347cad4065b32ed7
Dohle disease (syphilitic aortitis),داء دول التهاب الأبهر,dictionaries_master,term,,high,3bba12f10be46cb376f3a902f8efd6f7
Ferguson scoliosis measuring method,طريقة قياس الجنف بحسب,dictionaries_master,term,,high,b27e1e59a6df78887e32b7430b62a073
Lange tendon lengthening and repair,اصلاح واطالة الوتر بحسب,dictionaries_master,term,,high,12800e78754eb438fd882d26713d20b1
Sherma-Bourquin unit of vitamin B,وحدة شيرمانبوركوين,dictionaries_master,term,,high,5af6ead875cca01c40f75a85f5ad48c9
Sur-Closure skin stretching system,جهاز تمديد الجلد سير -,dictionaries_master,term,,high,13993aeaa9c9644c9607c131c683cdcf
Vermont spinal fixator articulation,مفصل مثبت الفقار بحسب,dictionaries_master,term,,high,0a658dcec14074542b1fdc3a86beb187
H#absorbent system (lymphatic system),الجملة الماصة الجملة,dictionaries_master,term,,high,cb3838cdcec0ceef60ae25c3d28feace
H#ductus glandulae bulbourethralis NA,قناة الغدة البصلية,dictionaries_master,term,,high,bc0acdc48e9835d175774f26a54f2298
H#marble bone disease (osteopetrosis),داء العظم المرمري تصخر,dictionaries_master,term,,high,15345ccd1d99f594c52bae2ace908486
H#mediothoracic seborrheic dermatit,التهاب جلد منتصف الصدر,dictionaries_master,term,,high,aa0eefd8d956d5d7a3b1a48408e775e2
H#meniscus of acromioclavicular joint,هلالة المفصل الأخرمي,dictionaries_master,term,,high,89a185381f6b846da34da704abbaf7c9
H#monospherical shoulder arthroplasty,رأب مفصل الكتف الأحادي,dictionaries_master,term,,high,8853702c978715d0549d9b4b41c71303
H#musculus quadratus labii inferior,العضلة المربعة للشفة,dictionaries_master,term,,high,1357d6e3b322296411eb22969f589335
H#musculus quadratus labii superior,العضلة المربعة للشفة,dictionaries_master,term,,high,4f04aecc8c4c58af3c40d45a159cb499
H#occipital horn of lateral ventricle,القرن القذالي للبطين,dictionaries_master,term,,high,4e74a3c653a649e3278141efaa116500
H#pappataci fever (phlebotomus fever),الحمى الباباتسية حمى,dictionaries_master,term,,high,a883a13c3e3652aae3d02e833c1ff5cd
H#patella tendonbearing-supracondylar,مسند وتر الرضفة - فوق,dictionaries_master,term,,high,a4f2add65b810508f30a8b33fd74f5e1
H#pathetic nerve (nervus trochlearis),العصب الاشتياقي العصب,dictionaries_master,term,,high,a158afe70c7f5a00b714369f9dd7c7cd
H#porta labyrinthi (fenestra cochlea),باب الدهليز النافذة,dictionaries_master,term,,high,61946564fdda2e48038ecf3ec373c990
H#sulcus of vertebral artery of atl,تلم الشريان الفقري في,dictionaries_master,term,,high,b65d09de778843bd909fb209a5fabdcb
H#superficial dorsal vein of clitor,الوريد السطحي الظهراني,dictionaries_master,term,,high,f85870caa5e127721f42848fe6622a2c
H#transverse sulcus of occipital bone,التلم المستعرض للعظم,dictionaries_master,term,,high,bfcd474dda09476704e1191b34c38d18
H#vaginae fibrosae digitorum pedis NA,الأغماد الليفية لأصابع,dictionaries_master,term,,high,3244d9b9c6e23295807e5bc537c4a55a
Marseilles fever (boutonneuse fever),حمى مارسيليا الحمى,dictionaries_master,term,,high,4846169abcda6010ed4535e844a1748e
H$catarrhal asthma (bronchitic asthma),ربو نزلي ربو التهاب,dictionaries_master,term,,high,01dc36743406cab31d3d9a02f1e3441e
H$congenital generalized lipodystrophy,الحثل الشحمي الخلقي,dictionaries_master,term,,high,a45a8bb6dc855b2f427d39613618b977
H$dual compression scoliosis treatment,معالجة الجنف بالضغط,dictionaries_master,term,,high,7fc68778d7b6383dbfd16ee350b96fad
H$hyperkeratosis follicularis vegeta,فرط التقران الجريبي,dictionaries_master,term,,high,b1021608ff89a5e8c3c8d4e3d0b933de
H$hyperkeratosis lenticularis persta,فرط التقران العدسي,dictionaries_master,term,,high,8808a6f78d856470149d2de92a07540b
H$iliac crest bone graft stabilization,تثبيت طعم عظم العرف,dictionaries_master,term,,high,e3c1884d143e0cab3acd6898f4100088
H$internal pyocephalus (brain abscess),تقيح دماغي غائر خراج,dictionaries_master,term,,high,897bcdf72ffbce774cf449eba6db40c7
H$lateral antebrachial cutaneous nerve,العصب الساعدي الجلدي,dictionaries_master,term,,high,c93fa319955d7adbbc0161a6bef40d9d
H$malignant nephroma (nephrocarcinoma),ورم كلوي خبيث سرطانة,dictionaries_master,term,,high,f3d401f87fea87412fb421d7d9e6beea
H$nuclei originis nervorum cerebralium,نوى المنشأ للأعصاب,dictionaries_master,term,,high,474ff4d15d93ff0e6c11a116720ed817
H$obturator spine (crista obturatoria),الشوكة السدادية عرف,dictionaries_master,term,,high,cd8b16659493f192f7a6dc7f1bf04172
H$preextraction cast (diagnostic cast),قالب سابق للقلع قالب,dictionaries_master,term,,high,2ddb79590c65a048e0ee36fc08ec21d2
H$somatotropin releasing hormone (SRH),الهرمون المطلق لهرمون,dictionaries_master,term,,high,fbc9fd71af44553b204540c244d1abd0
H$stratum fibrosum vaginae tendinis NA,الطبقة الليفية للغمد,dictionaries_master,term,,high,2b83f99084b9298f6afe60fae4d22fdd
H$sympathetic maintained pain syndrome,متلازمة الألم الودي,dictionaries_master,term,,high,f1dac29aa09f429366c8b8e230da70d5
H$transverse palsy (crossed paralysis),شلل بآفة مستعرضة شلل,dictionaries_master,term,,high,d5f50d4c56ffb396450222a9eb581329
Degos' syndrome (malignant papulosis),متلازمة دوغو الحطاط,dictionaries_master,term,,high,a4f637e62d485e60438315050d8bc39d
H%F. M. C (foundation for medical care),مختصر مؤسسة الرعاية,dictionaries_master,sentence,,high,b040d35d55c83372a4f3210064ce9847
Krompecher's carcinoma (rodent ulcer),سرطانة كرومبيشر قرحة,dictionaries_master,term,,high,7a4048d0a3801a724573302889d79e5f
Rh immunization (rhesus immunization),تمنيع الراهاء تمنيع,dictionaries_master,term,,high,ead06c79f2e5edc03dbed136bacf178f
H%anomalous atrioventricular excitation,استثارة أذينية بطينية,dictionaries_master,term,,high,1288d5e6969de7e59fabf829c828d8a2
H%arteriola nasalis retinae inferior NA,شرين الشبكية الأنفي,dictionaries_master,term,,high,961af7315a43a11207c221a92bbfc39c
H%arteriola nasalis retinae superior NA,شرين الشبكية الأنفي,dictionaries_master,term,,high,9d1c4758b0c3862746a393510f86861d
H%artery of bulb of vestibule of vagina,شريان بصلة الدهليز,dictionaries_master,sentence,,high,144467c5107e8ee961ae213a5ad3e859
H%congenital adrenocortical hyperplasia,فرط تنسج قشرة الكظر,dictionaries_master,term,,high,f7d2c6a8407f740f322183d54c69ac06
H%dehydrated alcohol (absolute alcohol),كحول منزوع الماء كحول,dictionaries_master,term,,high,35e4fe97e34b99cbc66a2cce30c567cf
"H%digital flexor tendinitis, tendonit",التهاب وتر المثنية,dictionaries_master,term,,high,831f5748c21df3842f0ce3f0ddfc6b50
H%facies renalis glandulae suprarenal,الوجه الكلوي للغدة,dictionaries_master,term,,high,430df779d0b6a9ac57cc154af7426ab1
H%gouge forceps (bone nibbling forceps),ملقط إزميلي ملقط قضم,dictionaries_master,term,,high,0b37f75a48fb0cc33cd486a1bb9f0966
