en	ar	section	type	source
afferent neurofibers	أَلْيافٌ عَصَبِيَّة وارِدَة	GENERAL	phrase	WHO_UMD
afferent neuron	عَصَبونٌ وارِد	GENERAL	term	WHO_UMD
afferent pathway	سَبيلٌ وارِد	GENERAL	term	WHO_UMD
afferent tract	سَبيلٌ وارِد	GENERAL	term	WHO_UMD
afferent veins	أَورِدَة وارِدَة	ANATOMY	term	WHO_UMD
afferent vessel of glomerulus	وِعاءٌ وارِدٌ للكُبَيبَة	GENERAL	phrase	WHO_UMD
afferent vessels of lymph node	أَوعِيَة وارِدَة للعُقْدَةِ اللِّمْفِيَّة	GENERAL	phrase	WHO_UMD
afferentia	الأَوعِيَةُ الوارِدَة	ANATOMY	term	WHO_UMD
affiliated hospital	مُسْتَشْفَى مُرْتَبِط	HOSPITAL ADMINISTRATION	term	WHO_UMD
affinin	أفِينين	PHARMACOLOGY AND THERAPEUTICS	term	WHO_UMD
affinity	أُلْفَة	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
affinity chromatography	اسْتِشْرابٌ بالأُلْفَةِ	GENERAL	term	WHO_UMD
affinity elution	شَطْفٌ مُعْتَمِدٌ عَلَى الأُلْفَة	GENERAL	phrase	WHO_UMD
affinous	تَصَاهُرِيّ	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
affirmation	إِثْبات	FORENSIC MEDICINE	term	WHO_UMD
afflux	تَدَافُق	BIOLOGY	term	WHO_UMD
affluxion	تَدَافُق	BIOLOGY	term	WHO_UMD
affordable	مَيْسورُ التَّكْلِفَة	WHO MANAGERIAL TERMS	term	WHO_UMD
affusion	سَكْب	BIOLOGY	term	WHO_UMD
afibrinogenemia	فَقْدُ فيبْرينُوجينِ الدَّم	HEMATOLOGY	phrase	WHO_UMD
aflatoxicosis	تَسَمُّمٌ أَفْلاتُوكْسينِيّ	TOXICOLOGY	term	WHO_UMD
aflatoxin	أَفْلاتُوكْسين	TOXICOLOGY	term	WHO_UMD
afrontal	مَنْزوعُ القِشْرَة الجَبْهِيَّة	NEUROLOGY	phrase	WHO_UMD
after current	تَيَّارٌ تِلْوِيّ	GENERAL	term	WHO_UMD
after milk	لَبَنُ آخِرِ الرَّضْعَة	GENERAL	phrase	WHO_UMD
after pressure	ضَغْطٌ تِلْوِيّ	GENERAL	term	WHO_UMD
after stain	تَلْوينٌ تِلْوِيّ	GENERAL	term	WHO_UMD
after taste	مَذاقٌ تِلْوِيّ	GENERAL	term	WHO_UMD
afteraction	فِعْلٌ تِلْوِيّ	NEUROLOGY	term	WHO_UMD
afterbirth	الخَلاص	OBSTETRICS AND GYNECOLOGY	term	WHO_UMD
afterbrain (=metencephalon)	الدِّماغُ التَّالِي	ANATOMY	term	WHO_UMD
aftercare	رِعَايَةٌ تِلْوِيَّة	HEALTH SERVICES	term	WHO_UMD
after-cataract	سادٌّ تِلْوِيّ	OPHTHALMOLOGY AND OPTICS	term	WHO_UMD
aftercataract (=after-cataract)	سادٌّ تِلْوِيّ	OPHTHALMOLOGY AND OPTICS	term	WHO_UMD
aftercontraction	تَقَلُّصٌ تِلْوِيّ	PHYSIOLOGY	term	WHO_UMD
aftercurrent	تَيَّارٌ تِلْوِيّ	PHYSIOLOGY	term	WHO_UMD
afterdamp	غَازٌ سامٌّ تِلْوِيّ	TOXICOLOGY	phrase	WHO_UMD
afterdischarge	تَفْريغٌ تِلْوِيّ	PHYSIOLOGY	term	WHO_UMD
aftereffect	تَأْثيرٌ تِلْوِيّ	PHYSIOLOGY	term	WHO_UMD
aftergilding	تَذْهيبٌ تِلْوِيّ (في تلوين الأنسجة)	HISTOLOGY	phrase	WHO_UMD
afterhearing	سَمْعٌ تِلْوِيّ	OTORHINOLARYNGOLOGY	term	WHO_UMD
afterhyperpolarization	فَرْطُ الاسْتِقْطابِ التِّلْوِيّ	PHYSIOLOGY	phrase	WHO_UMD
afterimage	صورَةٌ تِلْوِيَّة	DIAGNOSTICS(SYMPTOMS&SIGNS)	term	WHO_UMD
afterimage test	اخْتِبارُ الصُّورَةِ التِّلْوِيَّة	DIAGNOSTICS(SYMPTOMS&SIGNS)	phrase	WHO_UMD
afterimpression (=aftersensation)	إِحْساسٌ تِلْوِيّ	DIAGNOSTICS(SYMPTOMS&SIGNS)	term	WHO_UMD
afterload	حُمُولَةٌ تِلْوِيَّة	PHYSIOLOGY	term	WHO_UMD
afterloaded	تِلْوِيُّ التَّحْميل	PHYSIOLOGY	term	WHO_UMD
afterloading	تَحْميلٌ تِلْوِيّ	PHYSIOLOGY	term	WHO_UMD
aftermovement	حَرَكَةٌ تِلْوِيَّة	NEUROLOGY	term	WHO_UMD
afterpains	خَوَالِف	OBSTETRICS AND GYNECOLOGY	term	WHO_UMD
afterpains	طَلْقٌ تِلْوِيّ	OBSTETRICS AND GYNECOLOGY	term	WHO_UMD
afterperception	إِدْراكٌ تِلْوِيّ	NEUROLOGY	term	WHO_UMD
afterpotential	الجُهْدُ التِّلْوِيّ	GENERAL	term	WHO_UMD
afterpotential	جُهْدٌ تِلْوِيّ	PHYSIOLOGY	term	WHO_UMD
aftersensation	إِحْساسٌ تِلْوِيّ	NEUROLOGY	term	WHO_UMD
aftersound (=afterhearing)	سَمْعٌ تِلْوِيّ	NEUROLOGY	term	WHO_UMD
afterstain (=counterstain)	مُلَوِّنٌ مُبايِن	HISTOLOGY	term	WHO_UMD
aftersurgery	تِلْوَ الجِراحَة	SURGERY	term	WHO_UMD
aftertaste	مَذاقٌ تِلْوِيّ	NEUROLOGY	term	WHO_UMD
aftertouch	حِسٌّ لَمْسِيٌّ تِلْوِيّ	NEUROLOGY	phrase	WHO_UMD
aftertreatment	مَعالَجَةٌ تِلْوِيَّة	PHARMACOLOGY AND THERAPEUTICS	term	WHO_UMD
aftervision	رُؤْيَةٌ تِلْوِيَّة	OPHTHALMOLOGY AND OPTICS	term	WHO_UMD
afunction	فِقْدانُ الوَظيفَة	PHYSIOLOGY	term	WHO_UMD
afunctional occlusion (=malocclusion)	سوءُ الإِطْباق	GENERAL	phrase	WHO_UMD
afunctional occlusion (=malocclusion)	إِطْباقٌ لاوَظيفِيّ	GENERAL	phrase	WHO_UMD
afunctional ulatrophy	ضُمورُ اللِّثَةِ اللاوَظيفِيّ	GENERAL	phrase	WHO_UMD
academic ladder	سُلَّمٌ أَكاديميٌّ	GENERAL	term	WHO_UMD
acadesine	أكاديسين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acaeruloplasminaemia	فقد سيرولوبلاسمين الدم	TAXONOMY, NOSOLOGY AND CLASSIFICATION	phrase	WHO_UMD
acalabrutinib	أكالابروتينيب	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acalvaria	انعدام قُبَّةِ القِحْف	TAXONOMY, NOSOLOGY AND CLASSIFICATION	phrase	WHO_UMD
acamprosate	أكامبروسات	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acanth	الشُوَيكَة	PREFIXES	term	WHO_UMD
acanthdion	شوكة رسغية	BIOLOGY	term	WHO_UMD
acanthesia	حِسُّ التَّشَوُّك	NEUROLOGY	term	WHO_UMD
acanthiomeatal line	خطُّ الشُّوَيْكة فتحة القناة السمعية	ANATOMY	phrase	WHO_UMD
acanthoma fissuration	تَشَقُّقٌ وَرَمٌ شَائِكيٌّ	DERMATOLOGY	phrase	WHO_UMD
acanthoma fissuratum	وَرَمٌ شَائِكيٌّ مُشَقَّق	DERMATOLOGY	phrase	WHO_UMD
acarbose	أَكاربُوز	ENDOCRINOLOGY & METABOLISM	term	WHO_UMD
accelerated idiojunctional rhythm	نَظْمٌ وَصْليٌّ ذاتِيٌّ مُعَجَّل أو مُتَسارِع	CARDIOLOGY AND CADIOVASCULAR SURGERY	sentence	WHO_UMD
accelerated idioventricular rhythm (AIVR)	نَظْمٌ بُطَينِيٌّ ذاتِيٌّ مُعَجَّل أو مُتَسارِع	CARDIOLOGY AND CADIOVASCULAR SURGERY	sentence	WHO_UMD
accelerated junctional rhythm	نَظْمٌ وَصْليٌّ مُعَجَّل أو مُتَسارِع	CARDIOLOGY AND CADIOVASCULAR SURGERY	phrase	WHO_UMD
accelerated silicosis	سُحار سيليسي متسارع	CHEST, PULMONARY AND CARDIOTHORATIC SURGERY	phrase	WHO_UMD
acceleration phase	مَرْحَلَةُ التَّسارع	OBSTETRICS AND GYNECOLOGY	term	WHO_UMD
acceleration phase	مسارع التسارع	REHABILITATION	term	WHO_UMD
acceleration time	زمن التسارع	REHABILITATION	term	WHO_UMD
acceleration-deceleration injury	إصابةُ التَّسارع والتَّباطؤ	GENERAL	phrase	WHO_UMD
accept gender identity	قبول الهوية الجندرية	SEXOLOGY	phrase	WHO_UMD
acceptable daily intake	مدخول يومي مقبول	GENERAL	phrase	WHO_UMD
acceptable daily intake (ADI)	المَدْخولُ اليَوْمِيُّ المَقْبول	BIOSTATISTICS	phrase	WHO_UMD
acceptance and commitment therapy	القبول بالمعالجة والالتزام بها	COMMON ENTRIES	phrase	WHO_UMD
acceptance and commitment therapy	معالجة القبول والالتزام	PHARMACOLOGY AND THERAPEUTICS	phrase	WHO_UMD
acceptance of individuality	تَقبُّلُ الفَرْديَّة	PSYCHIATRY AND PSYCHOLOGY	phrase	WHO_UMD
acceptance of separation	تقبُّلُ الاِنْفِصال	PSYCHIATRY AND PSYCHOLOGY	phrase	WHO_UMD
acceptance sampling	اعتيان القًبول	BIOSTATISTICS	term	WHO_UMD
acceptance: health status	التَّقَبُّل: الحالة الصحِّية	NURSING, MIDWIFERY AND TOCOLOGY	phrase	WHO_UMD
acceptance-based therapies	معالجات تستند إلى القبول	COMMON ENTRIES	phrase	WHO_UMD
accepting the results	قبول النتائج	BIOSTATISTICS	phrase	WHO_UMD
access cavity	تَجْويفُ الوُصول	DENTISTRY	term	WHO_UMD
access to	الوصول إلى	COMMON ENTRIES	term	WHO_UMD
accessory auricles	الأذينات الإضافية	OTORHINOLARYNGOLOGY	term	WHO_UMD
accessory glands	الغدد الملحقة	EMBRYOLOGY & TERATOLOGY	term	WHO_UMD
accessory mamma	ثَدْيٌ إضافيٌّ	ANATOMY	term	WHO_UMD
accessory movement	حَركةٌ إِضافِيَّة	ORTHOPEDICS	term	WHO_UMD
accessory muscle of respiration	عضلةُ التنفُّس الإِضافِيَّة	ANATOMY	phrase	WHO_UMD
accessory nasal sinuses	الجُيُوبُ الأنفيَّة الإِضافية	ANATOMY	phrase	WHO_UMD
accessory organ	عضوٌّ إِضافِي	ANATOMY	term	WHO_UMD
accessory organs of the eye	الأَعْضاءُ الإِضافِيَّةُ للعَين	ANATOMY	phrase	WHO_UMD
accessory pathway	مَسْلَكٌ إضافِيٌّ	CARDIOLOGY AND CADIOVASCULAR SURGERY	term	WHO_UMD
accidental abortion	إجهاض طارئ	BIOLOGY	term	WHO_UMD
accidental host	عائلى عرضى	BIOLOGY	term	WHO_UMD
accident-prone	عُرْضَةٌ للحَوادِث	GENERAL	term	WHO_UMD
acclimate	يَتَأقْلَم	GENERAL	term	WHO_UMD
acclimatization to heat	تَأقْلُمٌ مع الحرارة	GENERAL	phrase	WHO_UMD
acclusion	الفَرَق	DENTISTRY	term	WHO_UMD
accommodation (A, acc, Acc)	تَكَيُّف	GENERAL	phrase	WHO_UMD
accommodation disorders	اضطرابات التراكم	SURGERY	term	WHO_UMD
accomodation	سكن	SURGERY	term	WHO_UMD
accomodation of the eye	تكيّف العين	OPHTHALMOLOGY AND OPTICS	phrase	WHO_UMD
accomodative	تكييفي	OPHTHALMOLOGY AND OPTICS	term	WHO_UMD
accomodometer	مقياس التكيف	OPHTHALMOLOGY AND OPTICS	term	WHO_UMD
accomplishment quotient	حاصِلُ الإنجاز	PSYCHIATRY AND PSYCHOLOGY	term	WHO_UMD
accreditation Board for Certification	اعتماد من مجلس الإجازة	REHABILITATION	phrase	WHO_UMD
accreditation of American Board for Certification	اعتماد من المجلس الأمريكي للإجازة	REHABILITATION	sentence	WHO_UMD
accreta	انضمامي	COMMON ENTRIES	term	WHO_UMD
accretio	التصاق	COMMON ENTRIES	term	WHO_UMD
accretion	نُمُوٌّ إضافِيّ	COMMON ENTRIES	term	WHO_UMD
accumbens	مُتَّكَأ	SURGERY	term	WHO_UMD
accumulated dose equivalent	مُكافِىءُ الجُرْعَة التَّراكُميَّة	NUCLEAR MEDICINE	phrase	WHO_UMD
accumulating	تراكمي	SURGERY	term	WHO_UMD
accumulation of risk	تراكم الخطر	BIOSTATISTICS	phrase	WHO_UMD
accumulative action	فعل تراكمي	BIOLOGY	term	WHO_UMD
accuracy	الدقة في الدراسة السريرية	BIOSTATISTICS	phrase	WHO_UMD
accurate empathy	إحساسٌ دقيقٌ بمشاعرِ الآخرين	PSYCHIATRY AND PSYCHOLOGY	phrase	WHO_UMD
ace	متفاوت الشغف	SEXOLOGY	term	WHO_UMD
ace bandage	رباط بشكل الآس	REHABILITATION	phrase	WHO_UMD
ace wrap	رباط بشكل الآس	REHABILITATION	phrase	WHO_UMD
acecarbromal	أسيكاربرومال	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
aceclofenac	أسيكلوفيناك	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acellular matrix	مَطْرِس لاخلوي	SURGERY	term	WHO_UMD
acemetacin	أسيميتاسين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acemorphan	أسيمورفين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acentrous	لا مركزى	BIOLOGY	term	WHO_UMD
acepifylline	أسيبيفيلين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
aceruloplasminemia	فقد سيرولوبلاسمين الدم	TAXONOMY, NOSOLOGY AND CLASSIFICATION	phrase	WHO_UMD
acesulfame-K	أَسيسُلفام-ك	GENERAL	term	WHO_UMD
acesulfamethoxypyridazine	أسيسلفاميثوكسيبايريدازين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetabular angle	الزَّاويةُ الحُقِّيَّة	ANATOMY	term	WHO_UMD
acetabular artery of obturator	الشريان الحقّي للعضلة السادة	ANATOMY	phrase	WHO_UMD
acetabular labrum	شَفَةُ الحُقِّ	ANATOMY	term	WHO_UMD
acetabular line	الخطُّ الحُقِّيُّ	ANATOMY	term	WHO_UMD
acetabular prosthesis	بدلة تعويضية للحُقّ	REHABILITATION	phrase	WHO_UMD
acetaldehyde	أَسِيتالدِهيد	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
acetaminophen	أَسِيتامينُوفين	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
acetaminophen poisoning	التسمُّمُ بالأَسِيتامينُوفين	TOXICOLOGY	term	WHO_UMD
acetaminosalol	أسيتامينوسالول	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetanilide	أسيتانيليد	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetate	أَسيتات	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
acetate carboxylate anion	أنيون أسيتات كربوكسيلات	GENERAL	phrase	WHO_UMD
acetate kinase	كيناز الأَسيتات	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
acetiamine	أسيتيأميد	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetic acid (HC2H3O2)	حَمْضُ الأَسيتيك	BIOCHEMISTRY AND CHEMISTRY	phrase	WHO_UMD
acetic fermentation	تَخمُّرٌ خَلِّي	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
acetlylcholine	استيل كولين	BIOLOGY	term	WHO_UMD
acetogenic	مُوَلِد للكيتون	SURGERY	term	WHO_UMD
acetohexamide	أسيتوهيكساميد	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetohydroxamic acid	حمضُ الأَسيتوهيدروكساميك	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
acetol kinase	كيناز الأَسيتول	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
acetomenaphthone	أسيتومينافثون	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetomorphine	أسيتومورفين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetonaemia	أسيتونية الدم	ENDOCRINOLOGY & METABOLISM	term	WHO_UMD
acetonaemia	فَرْطُ أسيتُونِ الدَّم	TAXONOMY, NOSOLOGY AND CLASSIFICATION	phrase	WHO_UMD
acetone cleansing agent	عامل تنظيف بالأسيتون	REHABILITATION	phrase	WHO_UMD
acetone in urine test	الأَسيتون في اختِبار البَوْل	NEPHROLOGY	phrase	WHO_UMD
acetonide grouping	زمرةُ الأَسيتونيد	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
acetonitrile	أسيتونيتريل	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetophenetidin	أسيتوفينيتيدين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetophenone	أسيتوفينون	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetorphine	أسيتورفين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetoxolone	أسيتوكسولون	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetylbenzene	أسيتيلبنزين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetylcarnitine	أسيتيلكارنيتين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetylcholine receptor (AChR) antibody test	اختبارُ أَضْداد مستقبِلات الأَسيتيل كولين	HEMATOLOGY	phrase	WHO_UMD
acetylcholine receptors	مستقبلات الأستيل كولين	GENERAL	phrase	WHO_UMD
acetylcholinesterase	أستيلكولينإستيراز	GENERAL	term	WHO_UMD
acetylcholinesterase (AChE)	إِسْتيراز الأسيتيل كولين	BIOCHEMISTRY AND CHEMISTRY	phrase	WHO_UMD
acetylcoenzyme A	أَسيتيل تَميم الإنْزِيْم A	BIOCHEMISTRY AND CHEMISTRY	phrase	WHO_UMD
acetylcysteine	أَسيتيل سِيسْتئين	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
acetylcysteine	أسيتيلسيستيين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetyldigitoxin	أسيتيلديجيتوكسين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetyldigoxin	أسيتيلديجوكسين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetyldihydrocodeine	أسيتيلدايهايدروكوديين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetyldihydrocodeinone	أسيتيلدايهيدروكوديينون	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetylleucine	أسيتيل لوسين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetylpheneturide	أسيتيلفينيتيورايد	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acetylsalicylic acid	حمض أسيتيل ساليسيليك	GENERAL	phrase	WHO_UMD
acetylsalicylic acid poisoning	التسمُّمُ بحَمْض الأَسيتيل ساليسيليك	TOXICOLOGY	phrase	WHO_UMD
acetylsulfamethoxypyridazine	أسيتيلسلفاميثوكسيبايريدازين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
achalasia	ضَخامة الـمريء	DIAGNOSTICS(SYMPTOMS&SIGNS)	term	WHO_UMD
acheiropody	انْعِدامُ نِهاياتِ الأَطْراف	GENETICS AND GENETIC ENGINEERING	phrase	WHO_UMD
acheiropody	انْعِدامُ نِهاياتِ الأطْراف	TAXONOMY, NOSOLOGY AND CLASSIFICATION	phrase	WHO_UMD
achievement quotient (AQ)	حاصِلُ التَّحصيل	BIOSTATISTICS	phrase	WHO_UMD
achilles tendon prosthesis	بدلة تعويضية للعرقوب	REHABILITATION	phrase	WHO_UMD
achiral	متَناظِرٌ مِرْآتِيَّاً	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
achroma	زوالُ اللَّوْن	COMMON ENTRIES	term	WHO_UMD
achromycin	أكرومايسين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
achylia gastrica	فقد عصارة المعدة	GASTROENTEROLOGY	phrase	WHO_UMD
achylia pancreatic	فقد عصارة البنكرياس	GASTROENTEROLOGY	phrase	WHO_UMD
achylous	فاقدُ الكيلوس،  فاقدُ عُصَارَةِ المَعِدَة	GASTROENTEROLOGY	phrase	WHO_UMD
aciclovir	أسيكلوفير	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acid	حمض	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
acid burn	حَرْقٌ حَمْضيٌّ	PATHOLOGY	term	WHO_UMD
acid dust	غُبارٌ حَمْضيٌّ	ENVIRONMENTAL HEALTH	term	WHO_UMD
acid etching	التَّخْريشُ بالحَمْض	DENTISTRY	term	WHO_UMD
acid fast bacillus	عُصَيَّات صامدة للحمض	SURGERY	phrase	WHO_UMD
acid flush	الدَّفقُ الحَمْضي	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
acid mist	ضَبَابٌ حَمْضيٌّ	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
acid mucopolysaccharide	عَديدُ السَّكاريد المُخاطِيّ الحَمْضيّ	BIOCHEMISTRY AND CHEMISTRY	phrase	WHO_UMD
acid poisoning	التَّسَمُّمُ بالحَمْض	TOXICOLOGY	term	WHO_UMD
acid rebound	الاِرْتِدادُ الحَمْضي	GASTROENTEROLOGY	term	WHO_UMD
acid reflex	ارتجاع الحمض	GASTROENTEROLOGY	term	WHO_UMD
acid sphingomyelinase deficiency	نقص إنزيم حمض سفينغومييليناز	GENETICS AND GENETIC ENGINEERING	phrase	WHO_UMD
acid therapy	مُعالَجةٌ بالحَمْض	DERMATOLOGY	term	WHO_UMD
acidaemia	حمضية الدم	ENDOCRINOLOGY & METABOLISM	term	WHO_UMD
acidaemia	احمضاض الدم	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
acid-base	الحمض-القلوي	COMMON ENTRIES	term	WHO_UMD
acid-base management	تَدْبيرُ التَّوازُنِ الحَمْضِيِّ القاعِدِيِّ	NURSING, MIDWIFERY AND TOCOLOGY	phrase	WHO_UMD
acid-base management: metabolic acidosis	تَدْبيرُ التَّوازُنِ الحَمْضِيِّ القاعِدِيِّ: الحُماض الاِسْتقلابِي	NURSING, MIDWIFERY AND TOCOLOGY	sentence	WHO_UMD
acid-base management: metabolic alkalosis	تَدْبيرُ التَّوازُنِ الحَمْضِيِّ القاعِدِيِّ: القُلاء الاِسْتقلابِي	NURSING, MIDWIFERY AND TOCOLOGY	sentence	WHO_UMD
